Date,close,ret,signal,position,turnover,cost,strategy_ret,equity
2024-02-02,100.47,,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-03,97.87,-0.025878371653229815,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-04,95.39,-0.025339736385000533,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-05,95.52,0.0013628262920641898,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-06,96.83,0.01371440536013413,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-07,101.1,0.044097903542290595,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-08,102.78,0.016617210682492667,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-09,106.99,0.040961276512940126,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-10,109.19,0.02056266940835605,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-11,107.46,-0.01584394175290782,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-12,111.8,0.04038712078913087,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13,112.6,0.007155635062611854,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-14,117.07,0.03969804618117223,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-15,113.58,-0.02981122405398473,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-16,110.38,-0.02817397429124846,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-17,108.97,-0.012774053270519947,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-18,112.26,0.030191795907130503,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-19,111.54,-0.006413682522715125,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-20,108.4,-0.028151335843643488,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-21,105.08,-0.03062730627306276,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-22,101.72,-0.031975637609440444,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-23,99.83,-0.018580416830515145,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-24,104.08,0.04257237303415806,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-25,103.47,-0.005860876249039193,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-26,109.92,0.06233690924905777,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-27,108.46,-0.013282387190684197,0.0,0.0,0.0,0.0,-0.0,1.0
2024-02-28,118.97,0.09690208371749964,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-29,125.67,0.05631671850046227,0.0,0.0,0.0,0.0,0.0,1.0
